bs_code,name,target_date,buy_date,entry_px,exit_date,exit_px,exit_reason,ret,pnl,ret_sum_by_stock
sz.000560,我爱我家,2026-01-30,2026-01-30,3.34,2026-02-13,3.25,hold_30d_close,-0.027546107784431072,-0.027546107784431072,-0.027546107784431072
sz.000635,英力特,2025-07-11,2025-07-11,10.06,2025-08-21,9.31,hold_30d_close,-0.07515268389662029,-0.07515268389662029,-0.07515268389662029
sz.000655,金岭矿业,2025-07-09,2025-07-09,8.6741172,2025-08-19,8.65620875,hold_30d_close,-0.0026645847395283077,-0.0026645847395283077,-0.0026645847395283077
sz.000670,盈方微,2025-07-04,2025-07-04,7.99,2025-08-14,7.98,hold_30d_close,-0.0018515644555693982,-0.0018515644555693982,-0.0018515644555693982
sz.000682,东方电子,2025-08-26,2025-08-26,11.96706425,2025-10-14,12.1,hold_30d_close,0.01050846797701437,0.01050846797701437,0.01050846797701437
sz.000683,博源化工,2025-07-22,2025-07-22,5.47,2025-09-01,6.63,hold_30d_close,0.21146581352833643,0.21146581352833643,0.21146581352833643
sz.000705,浙江震元,2025-07-17,2025-07-17,10.55,2025-08-27,9.36,hold_30d_close,-0.11339620853080586,-0.11339620853080586,-0.11339620853080586
sz.000723,美锦能源,2025-07-11,2025-07-11,4.89,2025-08-21,4.7,hold_30d_close,-0.03945480572597122,-0.03945480572597122,-0.03945480572597122
sz.000839,国安股份,2025-09-01,2025-09-01,3.13,2025-10-20,2.61,hold_30d_close,-0.16673418530351442,-0.16673418530351442,-0.16673418530351442
sz.000920,沃顿科技,2025-07-08,2025-07-08,11.93290362,2025-08-18,11.21633226,hold_30d_close,-0.060650041701417814,-0.060650041701417814,-0.060650041701417814
sz.001278,一彬科技,2025-08-11,2025-08-11,19.5,2025-09-19,18.24,hold_30d_close,-0.06521538461538474,-0.06521538461538474,-0.06521538461538474
sz.001296,长江材料,2025-08-27,2025-08-27,23.2325496,2025-10-15,23.11340832,hold_30d_close,-0.005728205128204999,-0.005728205128204999,-0.005728205128204999
sz.001299,美能能源,2025-03-28,2025-03-28,10.54863,2025-05-14,10.61890375,hold_30d_close,0.006061884055085832,0.006061884055085832,0.006061884055085832
sz.001331,胜通能源,2025-07-31,2025-07-31,12.72,2025-08-06,12.6975,trailing_stop,-0.00236886792452835,-0.00236886792452835,-0.00236886792452835
sz.001360,南矿集团,2025-07-21,2025-07-21,17.17,2025-08-01,15.862499999999999,trailing_stop,-0.07675026208503218,-0.07675026208503218,-0.07675026208503218
sz.002004,华邦健康,2025-08-21,2025-08-21,4.8918384,2025-10-09,4.57,hold_30d_close,-0.06639088957640134,-0.06639088957640134,-0.06639088957640134
sz.002011,盾安环境,2025-08-18,2025-08-18,13.77,2025-09-26,13.98,hold_30d_close,0.014650544662309462,0.014650544662309462,0.014650544662309462
sz.002048,宁波华翔,2025-06-30,2025-06-30,16.69694768,2025-08-08,20.85,hold_30d_close,0.24813122917996705,0.24813122917996705,0.24813122917996705
sz.002059,云南旅游,2025-09-18,2025-09-18,6.07,2025-09-26,6.0675,trailing_stop,-0.0010118616144975771,-0.0010118616144975771,-0.0010118616144975771
sz.002060,广东建工,2025-09-24,2025-09-24,4.58,2025-11-12,3.95,hold_30d_close,-0.13815458515283835,-0.13815458515283835,-0.13815458515283835
sz.002077,大港股份,2025-08-29,2025-08-29,16.68,2025-10-17,16.73,hold_30d_close,0.0023976019184652093,0.0023976019184652093,0.0023976019184652093
sz.002091,江苏国泰,2025-08-26,2025-08-26,8.24302052,2025-10-14,8.5577898,hold_30d_close,0.037586157517899885,0.037586157517899885,0.037586157517899885
sz.002100,天康生物,2025-09-12,2025-09-12,7.43,2025-10-31,7.38,hold_30d_close,-0.007329475100942128,-0.007329475100942128,-0.007329475100942128
sz.002116,中国海诚,2025-11-13,2025-11-13,11.48,2025-12-24,10.48,hold_30d_close,-0.08770801393728218,-0.08770801393728218,-0.08770801393728218
sz.002191,劲嘉股份,2025-08-26,2025-08-26,4.46,2025-10-14,4.72,hold_30d_close,0.05769596412556048,0.05769596412556048,0.05769596412556048
sz.002202,金风科技,2025-12-12,2025-12-12,16.82,2026-01-16,27.7725,trailing_stop,0.6505593341260404,0.6505593341260404,0.6505593341260404
sz.002204,大连重工,2025-03-20,2025-03-20,6.30752364,2025-03-31,6.374466697500001,trailing_stop,0.010013207547169879,0.010013207547169879,0.010013207547169879
sz.002358,森源电气,2026-01-19,2026-01-19,7.1,2026-02-13,8.0,hold_30d_close,0.12616056338028175,0.12616056338028175,0.12616056338028175
sz.002361,神剑股份,2025-12-19,2025-12-19,7.7,2026-01-19,13.5975,trailing_stop,0.7653090909090908,0.7653090909090908,0.7653090909090908
sz.002533,金杯电工,2025-10-10,2025-10-10,13.14,2025-11-20,11.99,hold_30d_close,-0.08811902587519034,-0.08811902587519034,-0.08811902587519034
sz.002555,三七互娱,2025-08-27,2025-08-27,19.81339896,2025-10-15,20.17586416,hold_30d_close,0.017693943443614014,0.017693943443614014,0.017693943443614014
sz.002583,海能达,2025-08-21,2025-08-21,14.31,2025-10-09,11.64,hold_30d_close,-0.18718280922431868,-0.18718280922431868,-0.18718280922431868
sz.002593,日上集团,2025-08-27,2025-08-27,5.64,2025-10-15,5.24,hold_30d_close,-0.07152198581560272,-0.07152198581560272,-0.07152198581560272
sz.002635,安洁科技,2025-08-21,2025-08-21,15.88,2025-10-09,14.88,hold_30d_close,-0.06357229219143574,-0.06357229219143574,-0.06357229219143574
sz.002688,金河生物,2025-04-02,2025-04-02,5.10878169,2025-04-16,6.4155076425,trailing_stop,0.2551803468208093,0.2551803468208093,0.2551803468208093
sz.002690,美亚光电,2025-08-27,2025-08-27,20.0,2025-10-15,20.16,hold_30d_close,0.007400000000000007,0.007400000000000007,0.007400000000000007
sz.002691,冀凯股份,2025-08-27,2025-08-27,9.2,2025-10-15,8.16,hold_30d_close,-0.11364347826086947,-0.11364347826086947,-0.11364347826086947
sz.002753,永东股份,2025-11-21,2025-11-21,8.88,2026-01-05,7.15,hold_30d_close,-0.19541981981981987,-0.19541981981981987,-0.19541981981981987
sz.002775,文科股份,2025-08-01,2025-08-01,4.65,2025-08-08,4.800000000000001,trailing_stop,0.031658064516129,0.031658064516129,0.031658064516129
sz.002778,中晟高科,2025-07-24,2025-07-24,20.84,2025-09-03,20.2,hold_30d_close,-0.03131017274472177,-0.03131017274472177,-0.03131017274472177
sz.002785,万里石,2025-09-30,2025-09-30,33.98,2025-11-18,37.52,hold_30d_close,0.10357892878163637,0.10357892878163637,0.10357892878163637
sz.002800,天顺股份,2025-08-11,2025-08-11,16.99,2025-08-28,14.445,trailing_stop,-0.15039399646851076,-0.15039399646851076,-0.15039399646851076
sz.002841,视源股份,2025-08-12,2025-08-12,39.58,2025-09-22,40.25,hold_30d_close,0.016327741283476516,0.016327741283476516,0.016327741283476516
sz.002880,卫光生物,2025-04-08,2025-04-08,31.45410561,2025-05-22,28.16666988,hold_30d_close,-0.10511531417745497,-0.10511531417745497,-0.10511531417745497
sz.002887,绿茵生态,2025-07-25,2025-07-25,9.35,2025-09-04,9.2,hold_30d_close,-0.016642780748663166,-0.016642780748663166,-0.016642780748663166
sz.002912,中新赛克,2025-10-24,2025-10-24,32.02,2025-12-04,28.49,hold_30d_close,-0.11084359775140547,-0.11084359775140547,-0.11084359775140547
sz.003022,联泓新科,2025-08-18,2025-08-18,20.2,2025-09-26,20.29,hold_30d_close,0.0038554455445544596,0.0038554455445544596,0.0038554455445544596
sz.003039,顺控发展,2026-01-05,2026-01-05,17.52,2026-02-13,16.11,hold_30d_close,-0.08107945205479457,-0.08107945205479457,-0.08107945205479457
